Year,Mo,Dy,Hr,Name,Latitude,Longitude,magnitude,deaths,location
2004,2,7,2,INDONESIA: NABIRE,-4.003,135.023,7.3,,INDONESIA
2004,2,11,8,"JORDAN: MA'IN: ISRAEL: JERUSALEM, PETAH-TIQWA",31.675,35.551,5.3,,JORDAN
2004,2,14,10,"PAKISTAN: BALAKOT, BATGRAM, MANSEHRA",34.774,73.216,5.4,24,PAKISTAN
2004,2,16,14,INDONESIA: SUMATRA: PADANGPANJANG,-0.466,100.655,5.1,5,INDONESIA
2004,2,22,6,INDONESIA: SUMATRA: PESISIR SELATAN,-1.559,100.488,6,,INDONESIA
2004,2,24,2,BURUNDI: RUYAGA,-3.393,29.558,4.7,3,BURUNDI
2004,2,24,2,"MOROCCO: AL HOCEIMA, IMZOURENE, BENI ABDALLAH",35.142,-3.997,6.4,628,MOROCCO
2004,3,1,0,GREECE: SOUTHERN: KALAMATA,37.136,22.116,5.2,,GREECE
2004,3,24,1,"CHINA: NEI MONGOL: BAYAN UL HOT, ULIASTAI",45.382,118.256,5.4,,CHINA
2004,3,25,19,TURKEY: ERZURUM,39.93,40.812,5.6,10,TURKEY
2004,3,28,3,TURKEY: ASKALE,39.847,40.874,5.6,,TURKEY
2004,4,5,21,"AFGHANISTAN: HINDU KUSH: KABUL, SAMANGAN: PAKISTAN",36.512,71.029,6.5,3,AFGHANISTAN
2004,4,9,1,INDONESIA: SUMATRA: PADANG,-1.549,100.54,5.4,,INDONESIA
2004,4,16,18,INDONESIA: BALI,-8.669,114.65,5.5,,INDONESIA
2004,4,23,1,INDONESIA: TIMOR: KUPANG,-9.362,122.839,6.7,,INDONESIA
2004,5,1,7,TAIWAN: HUALIEN: TAROKO GORGE NATIONAL PARK,24.081,121.611,5.2,2,TAIWAN
2004,5,3,4,CHILE: CANETE,-37.695,-73.406,6.6,,CHILE
2004,5,4,5,CHINA: QINGHAI PROVINCE: DELINGHA,37.506,96.758,5.4,,CHINA
2004,5,8,4,IRAN: KAZERUN,29.881,51.474,5,,IRAN
2004,5,8,20,PAKISTAN: QUETTA,30.126,67.121,4.5,1,PAKISTAN
2004,5,19,21,PHILIPPINES: BOHOL ISLAND: TUBIGON,9.926,124.038,4.1,,PHILIPPINES
2004,5,28,12,"IRAN: MAZANDARAN, QAZVIN, TEHRAN",36.29,51.61,6.3,35,IRAN
2004,5,30,2,"RUSSIA: SAKHALIN, YUZHNO, SAKHALINSK",47.311,142.12,4.9,,RUSSIA
2004,6,9,11,SAUDI ARABIA: WESTERN,27.836,36.905,4.6,,SAUDI ARABIA
2004,6,15,11,"CHILE: CARAHUE, IMPERIAL, TEMUCO",-38.854,-73.155,5.9,,CHILE
2004,7,1,22,TURKEY: DOGUBEYAZIT,39.766,43.979,5.1,18,TURKEY
2004,7,12,13,"SLOVENIA: BOVEC, KOBARID",46.296,13.641,5.2,1,SLOVENIA
2004,7,14,14,AFGHANISTAN: HERAT,34.89,61.852,4.6,,AFGHANISTAN
2004,7,18,4,"NEW ZEALAND: NORTH ISLAND: ROTORUA, TAURANGA",-38,176.51,5.4,1,NEW ZEALAND
2004,7,18,8,AFGHANISTAN: PAKTIA PROVINCE,33.426,69.524,5.2,2,AFGHANISTAN
2004,7,30,7,TURKEY: DOGUBEYAZIT,39.634,43.966,4,1,TURKEY
2004,8,4,3,TURKEY: BODRUM,36.833,27.815,5.6,,TURKEY
2004,8,10,10,CHINA: YUNNAN PROVINCE: LUDIAN,27.266,103.873,5.4,4,CHINA
2004,8,11,15,"TURKEY: ELAZIG, SIVRICE",38.377,39.261,5.7,1,TURKEY
2004,9,5,10,JAPAN: HONSHU: W COAST: KYOTO,33.07,136.618,7.2,,JAPAN
2004,9,5,14,"JAPAN: HONSHU: W COAST: KYOTO, WAKAYAMA, SAKAI",33.184,137.071,7.4,,JAPAN
2004,9,7,11,ARGENTINA: CATAMARCA,-28.573,-65.84,6.1,1,ARGENTINA
2004,9,7,12,CHINA: GANSU PROVINCE,34.682,103.781,5.2,,CHINA
2004,9,21,13,"POLAND: SUWALKI: RUSSIA: KALININGRAD, SVETLOGORSK",54.841,19.912,4.8,,POLAND
2004,9,28,17,"CALIFORNIA: CENTRAL: PARKFIELD, SAN MIGUEL",35.819,-120.364,6,,CALIFORNIA
2004,10,1,8,"NICARAGUA: CHINANDEGA, LEON",11.989,-86.52,5.6,,NICARAGUA
2004,10,7,21,IRAN: GOLESTAN,37.125,54.477,5.6,,IRAN
2004,10,15,4,TAIWAN: T'AO-YUAN,24.53,122.694,6.6,,TAIWAN
2004,10,18,22,CHINA: YUNNAN PROVINCE: BAOSHAN,25.073,99.169,4.4,,CHINA
2004,10,23,8,JAPAN: HONSHU: NIIGATA PREFECTURE,37.226,138.779,6.6,40,JAPAN
2004,10,27,1,JAPAN: HONSHU: NIIGATA PREFECTURE,37.284,138.885,5.9,,JAPAN
2004,10,27,20,"ROMANIA: BUCHAREST, BRAILA: BULGARIA: NORTHERN",45.787,26.622,5.8,,ROMANIA
2004,11,2,10,CANADA: VANCOUVER ISLAND,49.277,-128.772,6.6,,CANADA
2004,11,4,6,GREECE: CRETE: ANTIKYTHIRA,35.945,23.115,5.2,,GREECE
2004,11,8,2,JAPAN: HONSHU: NIIGATA PREFECTURE,37.396,138.862,5.5,,JAPAN
2004,11,11,21,INDONESIA: KEPULAUAN ALOR,-8.152,124.868,7.5,34,INDONESIA
2004,11,15,9,"COLOMBIA: BAJO BAUDO, BUENAVENTURA, CERRITO",4.695,-77.508,7.2,,COLOMBIA
2004,11,19,23,IRAN: W,32.023,48.836,4.8,,IRAN
2004,11,20,8,"COSTA RICA: SAN JOSE, PARRITA, QUEPOS",9.602,-84.172,6.4,8,COSTA RICA
2004,11,21,11,"GUADELOUPE: BASSE-TERRE, LES SAINTES",15.679,-61.706,6.3,1,GUADELOUPE
2004,11,22,4,"IRAN: KHORRAMABAD, POL-E DOKHTAR",33.297,47.977,5,,IRAN
2004,11,22,20,"NEW ZEALAND: INVERCARGILL, SOUTHLAND, OTAGO",-46.676,164.721,7.1,,NEW ZEALAND
2004,11,24,22,ITALY: NORTHERN: BRESCIA,45.626,10.559,5.1,,ITALY
2004,11,26,2,INDONESIA: NABIRE,-3.609,135.404,7.1,32,INDONESIA
2004,11,28,18,"JAPAN: HOKKAIDO: BEKKAI, KUSHIRO, NEMOURO",43.006,145.119,7,,JAPAN
2004,12,1,17,ALGERIA: BOUMERDAS,36.848,3.448,4.5,,ALGERIA
2004,12,2,19,TRINIDAD: MAYARO,10.49,-61.48,5.8,,TRINIDAD
2004,12,5,1,"GERMANY: EMMENDINGEN, FREIBURG IM BREISGAU",48.115,8.077,4.8,,GERMANY
2004,12,5,8,ALGERIA: ZEMMOURI,36.865,3.421,4.5,,ALGERIA
2004,12,6,14,JAPAN: HOKKAIDO: KUSHIRO,42.9,145.228,6.8,,JAPAN
2004,12,9,8,"INDIA: HAILAKANDI, CACHAR",24.757,92.539,5.4,,INDIA
2004,12,14,5,"JAPAN: HOKKAIDO: OBIRO, HABORO, TOMAMAE",44.119,141.793,5.8,,JAPAN
2004,12,20,23,TURKEY: MARMARIS,37.042,28.206,5.4,,TURKEY
2004,12,23,14,AUSTRALIA: MACQUARIE ISLAND,-49.312,161.345,8.1,,AUSTRALIA
2004,12,26,0,INDONESIA: SUMATRA: ACEH: OFF WEST COAST,3.316,95.854,9.1,1001,INDONESIA
2005,1,10,18,IRAN: GORGAN,37.103,54.574,5.4,,IRAN
2005,1,19,6,JAPAN: EAST COAST HONSHU,34.064,141.491,6.6,,JAPAN
2005,1,20,18,NEW ZEALAND: NORTH ISLAND,-41.223,175.21,5.3,,NEW ZEALAND
2005,1,23,20,INDONESIA: SULAWESI: PALU,-1.198,119.933,6.3,1,INDONESIA
2005,1,24,23,"ECUADOR: NEAR WEST COAST: PUERTO LOPEZ, SALANGO",-1.364,-80.785,6.1,,ECUADOR
2005,1,25,16,CHINA: YUNNAN PROVINCE: SIMAO,22.526,100.709,4.8,,CHINA
2005,1,25,16,TURKEY: HAKKARI,37.622,43.703,5.9,2,TURKEY
2005,1,29,7,"SPAIN: LA PACA, ZARCILLA DE RAMOS",37.91,-1.82,4.4,,SPAIN
2005,2,2,5,INDONESIA: JAVA: GARUT,-7.037,107.819,4.8,1,INDONESIA
2005,2,14,18,GUADELOUPE,15.775,-61.744,5.8,,GUADELOUPE
2005,2,14,23,CHINA: XINJIANG PROVINCE: WUSHI,41.728,79.44,6.1,,CHINA
2005,2,15,11,INDIA: KHASPUR,24.55,92.524,5.1,,INDIA
2005,2,22,2,IRAN: KERMAN PROVINCE: ZARAND,30.754,56.816,6.4,612,IRAN
2005,3,2,11,PAKISTAN: QUETTA,30.378,68.038,4.9,,PAKISTAN
2005,3,9,10,"SOUTH AFRICA: KLERKSDORP, STILFONTEIN",-26.913,26.789,4.3,2,SOUTH AFRICA
2005,3,12,7,"TURKEY: CAT, KARLIOVA",39.44,40.978,5.6,,TURKEY
2005,3,13,3,IRAN: SARAVAN,27.095,61.887,6,,IRAN
2005,3,14,1,TURKEY: EASTERN: BINGOL PROVINCE,39.354,40.89,5.8,,TURKEY
2005,3,14,9,"INDIA: MAHARASHTRA: KOLHAPUR, RATNAGIRI, SATARA",17.145,73.73,4.9,,INDIA
2005,3,15,2,INDIA: MAHARASHTRA: DHEBEWADI,17.072,73.668,4.3,,INDIA
2005,3,20,1,"JAPAN: KYUSHU: FUKUOKA, GENKAI",33.807,130.131,6.6,1,JAPAN
2005,3,28,16,INDONESIA: SUMATERA: SW,2.085,97.108,8.6,1303,INDONESIA
2005,4,10,10,INDONESIA: PADANG,-1.644,99.607,6.7,,INDONESIA
2005,6,13,22,CHILE: TARAPACA,-19.987,-69.197,7.7,11,CHILE
2005,6,15,2,CALIFORNIA: OFF COAST NORTHERN,41.301,-125.97,7.2,,CALIFORNIA
2005,7,5,1,INDONESIA: SUMATRA: NIAS ISLAND: GUNUNGSITOLI,1.819,97.082,6.7,,INDONESIA
2005,7,9,23,INDONESIA: SULAWESI: DONGGALA,-1.174,119.963,5.9,,INDONESIA
2005,7,10,13,ALBANIA: TROPOJE,42.389,19.812,5.2,,ALBANIA
2005,7,18,2,INDONESIA: TIMOR: TIMOR TENGAH UTARA,-9.948,124.48,5.3,,INDONESIA
2005,7,23,7,JAPAN: HONSHU: TOKYO,35.498,139.982,5.9,,JAPAN
2005,7,24,15,"INDIA: ANDAMAN ISLANDS, NICOBAR ISLANDS",7.92,92.19,7.2,,INDIA
2005,7,25,15,CHINA: DAQING,46.827,125.058,4.7,1,CHINA
2005,7,26,4,"MONTANA: DILLON, SILVER STAR, TWIN BRIDGES",45.365,-112.615,5.6,,MONTANA
2005,7,30,21,"TURKEY: BAHCEKARADALAK, SIRAPINAR, YENIYAPANSEYHLI",39.437,33.089,5.3,,TURKEY
2005,8,5,14,CHINA: YUNNAN PROVINCE: HUIZE,26.569,103.036,4.8,,CHINA
2005,8,5,18,VIETNAM: HO CHI MINH CITY,9.985,108.383,4.5,,VIETNAM
2005,8,9,5,IRAN: FIRUZABAD,28.85,52.56,5.1,,IRAN
2005,8,13,4,CHINA: YUNNAN PROVINCE: WENSHAN,23.627,104.103,4.5,,CHINA
2005,8,14,2,CHILE: TARAPACA,-19.78,-68.98,5.8,,CHILE
2005,8,14,6,INDIA: MAHARASHTRA,17.398,74.118,4.4,,INDIA
2005,8,16,2,JAPAN: EAST COAST HONSHU,38.276,142.039,7.2,,JAPAN
2005,8,16,3,INDIA: UTTARANCHAL: UTTARKAHI,30.924,78.56,4.4,,INDIA
2005,8,30,8,"INDIA: MAHARASHTRA: AMBEGHAR, DICHOLI, KISRULE",17.067,73.773,4.7,,INDIA
2005,9,9,7,PAPUA NEW GUINEA: NEW IRELAND,-4.539,153.474,7.7,,PAPUA NEW GUINEA
2005,9,24,19,ETHIOPIA: DABBAHU,12.471,40.634,5.6,,ETHIOPIA
2005,9,26,1,"PERU: LAMAS, CHACHAPOYAS, MOYOBAMBA, TARAPOTA",-5.678,-76.398,7.5,5,PERU
2005,10,1,22,PERU: MOQUEGUA,-16.635,-70.794,5.3,,PERU
2005,10,8,3,"PAKISTAN: MUZAFFARABAD, URI, ANANTNAG, BARAMULA",34.539,73.588,7.6,76213,PAKISTAN
2005,10,20,21,TURKEY: IZMIR,38.152,26.751,5.9,1,TURKEY
2005,10,24,17,ECUADOR: BAEZA,-0.507,-77.745,4.8,,ECUADOR
2005,10,27,11,CHINA: GUANGXI PROVINCE,23.604,107.798,4.2,1,CHINA
2005,10,31,2,PERU: N,-5.852,-78.704,5.4,,PERU
2005,11,14,21,JAPAN: EAST COAST HONSHU,38.107,144.896,7,,JAPAN
2005,11,26,0,"CHINA: JIANGXI: JIUJIANG, RUICHANG",29.695,115.689,5.2,16,CHINA
2005,11,26,15,TURKEY: DOGANYOL,38.26,38.814,4.4,,TURKEY
2005,11,27,10,"IRAN: QESHM, ZIRANG",26.774,55.858,6,13,IRAN
2005,12,5,12,CONGO: KALEMIE,-6.224,29.83,6.8,6,CONGO
2005,12,12,21,"AFGHANISTAN: TILI, JALALABAD, BADAKHSHAN",36.357,71.093,6.5,5,AFGHANISTAN
2005,12,14,7,"INDIA: JAUSARI, CHAMOLI, NANDPRAYAG",30.476,79.255,5.3,1,INDIA
2005,12,24,3,TURKEY: AKHISAR,38.804,26.783,4.3,,TURKEY
2006,1,8,11,GREECE: SOUTHERN,36.311,23.212,6.7,,GREECE
2006,1,27,16,INDONESIA: BANDA SEA,-5.473,128.131,7.6,,INDONESIA
2006,2,14,0,INDIA: SIKKIM,27.382,88.388,5.3,2,INDIA
2006,2,20,17,GREECE-BULGARIA BORDER REGION,41.708,25.544,4.6,,GREECE-BULGARIA BORDER REGION
2006,2,22,22,MOZAMBIQUE,-21.324,33.583,7,4,MOZAMBIQUE
2006,2,23,20,BHUTAN: TASHIGANG,26.912,91.705,5.8,,BHUTAN
2006,2,28,7,IRAN: SOUTHERN,28.12,56.865,6,,IRAN
2006,3,7,18,INDIA: GUJARAT,23.777,70.899,5.5,,INDIA
2006,3,10,7,PAKISTAN: MIRPUR DISTRICT,33.129,73.887,4.9,1,PAKISTAN
2006,3,14,6,INDONESIA: SERAM,-3.595,127.214,6.7,,INDONESIA
2006,3,20,19,ALGERIA: NORTHERN,36.623,5.328,4.9,4,ALGERIA
2006,3,25,7,IRAN: SOUTHERN,27.574,55.685,5.9,1,IRAN
2006,3,28,8,INDONESIA: N. SUMATRA: TAPAKTUAN,3.462,97.224,5,,INDONESIA
2006,3,31,1,"IRAN: WESTERN: BORUJERD, DORUD",33.5,48.78,6.1,70,IRAN
2006,3,31,12,"CHINA: JILIN PROVINCE: JILIN, SONGYUAN",44.624,124.122,4.9,,CHINA
2006,4,1,10,TAIWAN: T'AIT-TUNG,22.868,121.278,6.2,,TAIWAN
2006,4,4,9,PAKISTAN: BATGRAM,34.6,73.136,4.8,,PAKISTAN
2006,4,6,17,INDIA: GUJARAT,23.322,70.477,5.5,,INDIA
2006,4,11,0,GREECE: ZAKYNTHOS,37.64,20.92,5.5,,GREECE
2006,4,19,2,CHINA: TIBET (XIZANG PROVINCE),31.607,90.413,5.7,,CHINA
2006,4,20,23,RUSSIA: KORYAKSKIY,60.949,167.089,7.6,,RUSSIA
2006,5,3,15,TONGA ISLANDS,-20.187,-174.123,7.9,,TONGA ISLANDS
2006,5,4,17,PANAMA: BOQUETE,8.898,-82.543,4.5,,PANAMA
2006,5,7,6,IRAN: ZARAND,30.79,56.7,4.1,,IRAN
2006,5,12,8,INDONESIA: SUMATRA: KALIANDAK,-5.575,105.395,5.5,,INDONESIA
2006,5,26,22,"INDONESIA: JAVA: BANTUL, YOGYAKARTA",-7.961,110.446,6.3,5749,INDONESIA
2006,6,3,7,IRAN: SOUTHERN: QESHM,26.759,55.843,5.1,2,IRAN
2006,6,3,11,TURKEY: HAKKARI,37.605,43.787,4.1,,TURKEY
2006,6,3,16,MALAWI: SALIMA,-14.52,34.28,3.8,,MALAWI
2006,6,11,20,JAPAN: KYUSHU,33.129,131.141,6.3,,JAPAN
2006,6,13,14,ALBANIA: TEPELENE,40.27,19.96,4.5,,ALBANIA
2006,6,20,16,CHINA: GANSU PROVINCE,33.068,104.95,4.5,,CHINA
2006,7,17,8,INDONESIA: JAVA,-9.254,107.411,7.7,,INDONESIA
2006,7,22,1,CHINA: YANJIN,27.995,104.138,4.9,22,CHINA
2006,7,29,0,TAJIKISTAN: PANJ-QUMSANGIR,37.255,68.828,5.6,3,TAJIKISTAN
2006,8,5,14,ARGENTINA: MENDOZA,-33.131,-68.707,5.6,,ARGENTINA
2006,8,18,11,TAJIKISTAN: DUSHANBE (STALINABAD),38.246,69.22,4.7,,TAJIKISTAN
2006,8,24,20,FRANCE,45.84,-0.14,4.3,,FRANCE
2006,8,25,5,CHINA: SICHUAN PROVINCE,28.012,104.151,4.6,1,CHINA
2006,9,10,14,GULF OF MEXICO,26.319,-86.606,5.8,,GULF OF MEXICO
2006,9,28,6,SAMOA ISLANDS,-16.592,-172.033,6.9,,SAMOA ISLANDS
2006,9,29,13,TRINIDAD: PORT-OF-SPAIN,10.876,-61.756,6.1,,TRINIDAD
2006,9,29,18,TRINIDAD: GASPARILLO,10.814,-61.758,5.5,1,TRINIDAD
2006,10,15,17,HAWAIIAN ISLANDS,19.878,-155.935,6.7,,HAWAIIAN ISLANDS
2006,10,20,10,PERU: CENTRAL,-13.457,-76.677,6.7,,PERU
2006,10,27,10,CHINA: HUBEI,31.56,113.21,4.5,,CHINA
2006,11,3,6,CHINA: NEI MONGOL,43.469,119.558,4.7,,CHINA
2006,11,15,11,RUSSIA: KURIL ISLANDS,46.592,153.266,8.3,,RUSSIA
2006,11,17,18,FRANCE: PYRENEES,42.99,-0.05,4.7,,FRANCE
2006,11,23,7,HUNGARY: BEREGDAROC,48.195,22.46,4.8,,HUNGARY
2006,11,23,11,CHINA: XINJIANG PROVINCE: NORTH,44.229,83.524,4.7,,CHINA
2006,11,24,6,INDONESIA: SULAWESI: PINRANG,-3.728,119.233,5.2,,INDONESIA
2006,11,29,1,INDONESIA: HALMAHERA: MOROTAI,2.52,128.283,6.2,,INDONESIA
2006,12,1,14,INDONESIA: SUMABAWA: BIMA,-8.251,118.777,6.3,1,INDONESIA
2006,12,8,16,SWITZERLAND: BASEL,47.58,7.6,3.9,,SWITZERLAND
2006,12,12,17,THAILAND: MAE RIM,18.901,98.916,4.6,,THAILAND
2006,12,17,21,"INDONESIA: SUMATERA: NORTHERN, MUARASIPONGI",0.626,99.859,5.8,7,INDONESIA
2006,12,24,22,INDIA: RAJASTHAN,26.88,76.15,4.2,,INDIA
2006,12,25,20,KYRGYZSTAN: KOCHKOR,42.156,76.163,5.8,,KYRGYZSTAN
2006,12,26,12,TAIWAN: PINGTUNG,21.799,120.547,7,2,TAIWAN
2006,12,31,13,HUNGARY: BUDAPEST,47.449,19.343,4.1,,HUNGARY
2007,1,8,17,KYRGYZSTAN: ISFARIA,39.803,70.311,6,,KYRGYZSTAN
2007,1,9,14,CHINA: GANSU PROVINCE,37.021,103.911,4.5,,CHINA
2007,1,10,17,CHINA: GANSU PROVINCE,33.259,104.74,4.7,,CHINA
2007,1,13,4,RUSSIA: KURIL ISLANDS,46.243,154.524,8.1,,RUSSIA
2007,1,21,7,TURKEY: E,39.592,42.863,5.1,,TURKEY
2007,1,21,11,INDONESIA: MOLUCCA ISLANDS: N,1.065,126.282,7.5,4,INDONESIA
2007,2,16,7,PHILIPPINES: MINDANAO,6.614,126.24,4.9,,PHILIPPINES
2007,2,21,11,"TURKEY: DOGANKOY, PUTURGE, SIVRICE",38.318,39.267,5.7,,TURKEY
2007,3,6,3,INDONESIA: SUMATRA: SOUTHERN,-0.493,100.498,6.4,67,INDONESIA
2007,3,6,13,"COLOMBIA: CAUCA, SOTARA, PURACE,",2.082,-76.495,5,,COLOMBIA
2007,3,6,22,IRAN: WESTERN: DORUD,33.49,48.93,4.7,,IRAN
2007,3,25,0,VANUATU ISLANDS,-20.617,169.357,7.1,,VANUATU ISLANDS
2007,3,25,0,JAPAN: HONSHU: W COAST,37.336,136.588,6.7,1,JAPAN
2007,3,25,13,"GREECE: ARGOSTOLION, KEFALLINIA",38.34,20.42,5.8,,GREECE
2007,4,1,20,SOLOMON ISLANDS,-8.466,157.043,8.1,2,SOLOMON ISLANDS
2007,4,13,5,"MEXICO: GUERRERO, ATOYAC",17.302,-100.198,6,,MEXICO
2007,4,15,3,JAPAN: HONSHU: W,34.807,136.239,4.6,,JAPAN
2007,4,16,7,ALBANIA: TIRANA,41.172,19.897,4.5,,ALBANIA
2007,4,21,17,CHILE: SOUTHERN,-45.243,-72.648,6.2,2,CHILE
2007,4,28,7,UNITED KINGDOM: ENGLAND: FOLKESTONE,51.085,1.009,4.6,,UNITED KINGDOM
2007,5,8,15,MONTANA: SHERIDAN,45.394,-112.13,4.5,,MONTANA
2007,5,16,8,"LAOS: BOKEO: THAILAND: CHIANG RAI, CHIAN SAEN",20.504,100.746,6.3,,LAOS
2007,5,29,9,INDONESIA: LABUHA,-1.065,127.343,6.1,,INDONESIA
2007,6,2,21,CHINA: YUNNAN PROVINCE: NING'ER,23.028,101.052,6.1,3,CHINA
2007,6,13,19,GUATEMALA: GUATEMALA CITY,13.554,-90.618,6.7,,GUATEMALA
2007,6,18,14,IRAN: QOM,34.437,50.833,5.5,,IRAN
2007,7,13,7,ECUADOR: ZARUMA,-3.987,-79.836,4.5,,ECUADOR
2007,7,16,1,JAPAN: HONSHU: W COAST,37.57,138.478,6.6,9,JAPAN
2007,7,20,10,CHINA: XINJIANG: TEKES,42.913,82.378,5.6,,CHINA
2007,7,20,11,CALIFORNIA: MONTCLAIR,37.804,-122.193,4.2,,CALIFORNIA
2007,7,21,22,"TAJIKISTAN: RASHT, ASHT",38.936,70.485,5.2,12,TAJIKISTAN
2007,7,22,23,"INDIA: UTTARKASHI, CHAMOLI, MUZAFFARNAGAR",30.881,78.239,4.3,,INDIA
2007,7,26,5,INDONESIA: MALUKU: N,2.872,127.464,6.9,,INDONESIA
2007,8,1,17,VANUATU ISLANDS: LUGANVILLE,-15.595,167.68,7.2,,VANUATU ISLANDS
2007,8,2,2,RUSSIA: TATAR STRAIT,47.116,141.798,6.2,2,RUSSIA
2007,8,2,3,ALASKA: ALEUTIAN ISLANDS,51.307,-179.971,6.7,,ALASKA
2007,8,6,8,UTAH: HUNTINGTON,39.465,-111.237,4.2,9,UTAH
2007,8,8,17,INDONESIA: JAVA,-5.968,107.655,7.5,,INDONESIA
2007,8,15,23,"PERU: ICA, PISCO, LIMA",-13.386,-76.603,8,514,PERU
2007,8,17,0,UTAH,39.464,-111.207,1.6,3,UTAH
2007,8,20,19,INDIA: MAHARASHTRA: SATARA,17.2,73.7,4.4,,INDIA
2007,8,25,4,"IRAN: HADJI ABAD, ORZUIYEH",28.154,56.652,5,,IRAN
2007,9,2,1,SOLOMON ISLANDS: SANTA CRUZ ISLANDS,-11.61,165.762,7.2,,SOLOMON ISLANDS
2007,9,9,18,INDONESIA: SITUBONDO,-7.783,114.338,4.8,,INDONESIA
2007,9,10,1,"COLOMBIA: NARINO, EL CHARCO, ISCUANDE, LA TOLA",2.982,-77.967,6.8,,COLOMBIA
2007,9,12,11,INDONESIA: SUMATRA,-4.438,101.367,8.4,25,INDONESIA
2007,9,12,23,INDONESIA: SUMATRA,-2.625,100.841,7.9,,INDONESIA
2007,9,28,13,JAPAN: VOLCANO ISLANDS,22.013,142.668,7.5,,JAPAN
2007,9,30,5,NEW ZEALAND: AUCKLAND ISLANDS,-49.418,163.954,7.4,,NEW ZEALAND
2007,10,15,12,NEW ZEALAND: SOUTH ISLAND: FIORDLAND,-44.785,167.583,6.8,,NEW ZEALAND
2007,10,26,6,PAKISTAN: GHANCHE,35.304,76.753,4.8,1,PAKISTAN
2007,10,31,3,CALIFORNIA: SAN JOSE,37.434,-121.774,5.6,,CALIFORNIA
2007,11,6,9,INDIA: GUJARAT,21.181,70.724,5.1,1,INDIA
2007,11,7,4,PHILIPPINES: BOHOL ISLAND: MABINI,9.721,124.647,5.1,1,PHILIPPINES
2007,11,7,7,"BANGLADESH: CHITTAGONG, BANDARBAN, RANGAMATI",22.15,92.388,5.1,,BANGLADESH
2007,11,14,15,"CHILE: TOCOPILLA, MARIA ELENA",-22.247,-69.89,7.7,2,CHILE
2007,11,16,3,PERU-ECUADOR: GUAYAQUIL,-2.312,-77.838,6.8,,PERU-ECUADOR
2007,11,20,5,"IRAN: WESTERN: QAL' EH-YE TOL, KHUZESTAN",31.68,49.93,4.8,,IRAN
2007,11,25,16,INDONESIA: SUMBAWA ISLAND,-8.277,118.339,6.5,3,INDONESIA
2007,11,25,23,"INDIA: BADAUN, MEERUT, NOIDA, REWARI",28.555,77.057,4.7,,INDIA
2007,11,29,19,MARTINIQUE,14.944,-61.274,7.4,1,MARTINIQUE
2007,12,9,2,BRAZIL: MINAS GERAIS,-15.048,-44.231,4.6,1,BRAZIL
2007,12,9,7,KERMADEC ISLANDS,-25.996,-177.514,7.8,,KERMADEC ISLANDS
2007,12,15,18,"CHILE: OFF CENTRAL COAST, VINA DEL MAR, VALPARAISO",-32.689,-71.695,5.9,,CHILE
2007,12,20,7,NEW ZEALAND: OFF COAST NORTH ISLAND,-39.011,178.291,6.6,1,NEW ZEALAND
2007,12,20,9,"TURKEY: CENTRAL: YENIYAPAN, ABAZLAR, SUYUGUZEL",39.417,33.212,5.7,,TURKEY
2007,12,26,23,TURKEY: CENTRAL: ANKARA,39.446,33.162,5.6,,TURKEY
2008,1,1,6,KYRGYZSTAN: OSH,40.288,72.985,5.6,,KYRGYZSTAN
2008,1,5,1,"GUATEMALA: COLOMBA, FLORES, COSTA CUCA",14.129,-91.479,5.6,,GUATEMALA
2008,1,7,3,"INDONESIA: NEW GUINEA: MANOKWARI,",-0.795,134.012,5.9,,INDONESIA
2008,1,9,22,ALGERIA: ORAN,35.616,-0.57,4.6,1,ALGERIA
2008,1,12,22,"INDIA-BANGLADESH: RANGAMATI, BANGLADESH",22.761,92.333,5,,INDIA-BANGLADESH
2008,1,22,17,INDONESIA: SUMATRA: NIAS ISLAND: GUNUNGSITOLI,1.011,97.442,6.1,1,INDONESIA
2008,2,3,7,CONGO: BUKAVU,-2.296,28.9,5.9,38,CONGO
2008,2,6,6,INDIA: WEST BENGAL,23.433,87.111,4.3,1,INDIA
2008,2,9,7,MEXICO: BAJA CALIFORNIA,32.456,-115.315,5.1,,MEXICO
2008,2,13,20,IRAN: NASIRABAD,31.73,51.2,4.9,,IRAN
2008,2,14,2,RWANDA: GISENYI,-2.404,28.918,4.9,1,RWANDA
2008,2,15,10,LEBANON-SYRIA: BAALBEC,33.327,35.305,5,,LEBANON-SYRIA
2008,2,20,8,INDONESIA: SUMATERA: ACEH PROVINCE,2.768,95.964,7.4,3,INDONESIA
2008,2,21,14,NEVADA: WELLS,41.153,-114.867,6,,NEVADA
2008,2,25,8,INDONESIA: SUMATRA: PADANG,-2.486,99.972,6.5,,INDONESIA
2008,2,27,0,UNITED KINGDOM: ENGLAND: LINCOLNSHIRE,53.403,-0.332,4.8,,UNITED KINGDOM
2008,2,29,4,BRAZIL: SOBRAL,-3.7,-40.35,4.3,,BRAZIL
2008,3,9,11,INDIA: GUJARAT,23.33,70.592,4.5,,INDIA
2008,3,20,22,CHINA: XINJIANG PROVINCE,35.49,81.467,7.2,,CHINA
2008,3,29,12,PERU: OFF COAST,-12.178,-77.164,5.3,,PERU
2008,4,9,12,NEW CALEDONIA: LOYALTY ISLANDS,-20.071,168.892,7.3,,NEW CALEDONIA
2008,4,15,3,GUATEMALA,13.564,-90.599,6.1,,GUATEMALA
