Year,Mo,Dy,Hr,Name,Latitude,Longitude,magnitude,deaths,location
1940,8,1,15,JAPAN: W. HOKKAIDO ISLAND,44.2,139.5,7.5,,JAPAN
1940,8,5,9,CHINA: LIAONING PROVINCE,40.2,122,5.8,,CHINA
1940,10,4,7,CHILE: NORTHERN,-22,-71,7.3,,CHILE
1940,10,11,18,CHILE: S,-41.5,-74.5,7,,CHILE
1940,11,10,1,ROMANIA,45.8,26.8,7.3,1000,ROMANIA
1941,1,11,8,YEMEN: RAZIH,16.4,43.5,5.9,1200,YEMEN
1941,1,13,16,PAPUA NEW GUINEA: BISMARCK SEA,-4.175,152.071,7.4,4,PAPUA NEW GUINEA
1941,2,9,9,CALIFORNIA: NORTHERN,40.5,-125.25,6.6,,CALIFORNIA
1941,2,16,16,IRAN: MOHAMMADABAD,33.5,58.6,6.3,730,IRAN
1941,3,16,18,ITALY: CALABRIA,38.3,12.2,,,ITALY
1941,4,15,19,"MEXICO: MICHOACAN, COLIMA, JALISCO",18.9,-102.9,7.9,,MEXICO
1941,5,5,15,CHINA: HEILONGJIANG PROVINCE,47,127.2,6,132,CHINA
1941,5,16,7,CHINA: YUNNAN PROVINCE,23.6,99.4,7,,CHINA
1941,6,26,11,"INDIA: ANDAMAN ISLANDS,MADRAS: SRI LANKA: COLOMBO",12.5,92.5,7.6,,INDIA
1941,8,7,,"TUNISIA: BOU-SAADIAH,ZAGHOUAN",36,10,,,TUNISIA
1941,9,10,21,"TURKEY: VAN, ERCIS",39.5,43.3,6,430,TURKEY
1941,10,8,15,CHINA: SICHUAN PROVINCE,31.7,102.3,6,15,CHINA
1941,11,12,10,TURKEY: ERZINCAN,39.7,39.4,5.9,15,TURKEY
1941,11,18,16,JAPAN: SHIKOKU,32,132.1,7.4,,JAPAN
1941,11,25,18,ATLANTIC OCEAN: NORTHERN,37.417,-18.983,8.3,,ATLANTIC OCEAN
1941,12,5,20,COSTA RICA-PANAMA,8.7,-83.2,7.6,6,COSTA RICA-PANAMA
1941,12,6,21,COSTA RICA-PANAMA,8.5,-84,6.9,,COSTA RICA-PANAMA
1941,12,16,19,TAIWAN,23.3,120.3,7.1,319,TAIWAN
1941,12,26,14,CHINA: YUNNAN PROVINCE,22.7,99.9,7,,CHINA
1942,2,1,17,CHINA: YUNNAN PROVINCE: SIMAO,23.1,100.3,6.8,90,CHINA
1942,4,8,15,PHILIPPINES: MINDORO,13.5,121,7.8,,PHILIPPINES
1942,5,14,2,ECUADOR: GUAYAQUIL,-0.75,-81.5,7.9,200,ECUADOR
1942,5,22,10,COLOMBIA,4.6,-74.5,5.8,,COLOMBIA
1942,5,28,1,INDONESIA: MINAHASSA PENINSULA,,124,7.5,,INDONESIA
1942,6,5,,"ARGENTINA: CANADA,SECA,LAS MALVINAS",-34.6,-67.9,,,ARGENTINA
1942,7,8,21,CHINA: NEI MONGOL: TONGLIAO,43,122,6,,CHINA
1942,8,6,23,GUATEMALA: NEAR S COAST,14,-91,7.9,,GUATEMALA
1942,8,24,22,"PERU: ICA, NAZCA",-15,-76,8.2,30,PERU
1942,8,27,6,"ALBANIA: PESHKOPIA, MAGELLARE",41.7,20.4,6,43,ALBANIA
1942,11,10,11,SOUTH AFRICA: PRINCE EDWARD ISLAND,-49.5,32,7.9,,SOUTH AFRICA
1942,11,12,,MEXICO: JUCHITAN,16.3,-95,,,MEXICO
1942,11,15,17,"TURKEY: BALIKESIR,BIGADIC",39.2,28.2,6.1,16,TURKEY
1942,11,21,14,"TURKEY: KASTAMONU, KARGI",40.3,34.6,,17,TURKEY
1942,12,2,19,TURKEY: CORUM,40.6,35,,4,TURKEY
1942,12,11,2,TURKEY,40.8,35.1,,,TURKEY
1942,12,20,14,"TURKEY: NIKSAR, ERBAA",40.9,36.5,7.3,1000,TURKEY
1942,12,29,3,BALKANS NW: CROATIA,43.4,17.2,6,,BALKANS NW
1943,1,20,15,TURKEY: HENDEK,40.8,30.5,6.6,285,TURKEY
1943,1,29,,BALKANS NW: BOSNIA-HERZEGOVINA,44.3,17,,19,BALKANS NW
1943,1,30,5,ECUADOR: GUAYAQUIL,-2.1,-80.5,6.9,,ECUADOR
1943,1,31,5,"PERU: YANACOA, PAMPAMARCA",-14.2,-71.5,5,75,PERU
1943,2,22,9,MEXICO: GUERRERO: PARICUTIN VOLCANO FORMS,16.7,-101.5,7.5,11,MEXICO
1943,4,5,1,CHINA: XINJIANG WEIWUER ZIZHIQU PROVINCE,39.3,73.3,6.5,,CHINA
1943,4,6,16,CHILE: ILLAPEL,-30.75,-72,8.2,11,CHILE
1943,4,16,,ALGERIA: MANSOURAH,36.1,4.5,5,,ALGERIA
1943,5,12,12,ITALY: CENTRAL,43.1,13.3,,,ITALY
1943,5,25,23,PHILIPPINES: E OF,7.5,128,8.1,,PHILIPPINES
1943,6,9,3,INDONESIA: S SUMATERA,-1,101,7.6,,INDONESIA
1943,6,13,5,"SE. HOKKAIDO ISLAND, JAPAN",41.2,143.3,,,"SE. HOKKAIDO ISLAND, JAPAN"
1943,6,20,15,"TURKEY: HENDEK, ADAPAZARI",40.6,30.5,6.2,285,TURKEY
1943,6,21,,CHINA: SICHUAN PROVINCE,30.6,104.1,5,,CHINA
1943,7,23,14,INDONESIA: JAVA: JOGYAKARTA,-9.5,110,8.1,213,INDONESIA
1943,7,29,3,PUERTO RICO: SAN JUAN,19.3,-67.5,7.8,,PUERTO RICO
1943,9,6,3,AUSTRALIA: MACQUARIE ISLAND,-53,159,7.9,,AUSTRALIA
1943,9,10,8,JAPAN: HONSHU: S,35.3,133.9,7.4,1400,JAPAN
1943,9,14,2,NEW CALEDONIA: LOYALTY ISLANDS,-22,171,7.5,,NEW CALEDONIA
1943,9,14,7,KERMADEC ISLANDS: S OF,-30,-177,7.6,,KERMADEC ISLANDS
1943,10,23,,MYANMAR (BURMA),21.5,93.5,7.2,,MYANMAR (BURMA)
1943,11,6,8,INDONESIA: NEW GUINEA: IRIAN JAYA: ARU ISLANDS,-6,134.5,7.6,,INDONESIA
1943,11,26,22,"TURKEY: LADIK, SAMSUN, HAVZA",41,33.7,7.6,4020,TURKEY
1943,11,28,17,RUSSIA: KAMCHATKA,54.9,156.8,7.6,,RUSSIA
1943,12,5,,TURKEY: ANATOLIA: NE,40,40,,550,TURKEY
1944,1,15,23,ARGENTINA: SAN JUAN PROVINCE,-31.5,-68.5,7.8,8000,ARGENTINA
1944,2,1,3,TURKEY,41.4,32.7,7.4,2381,TURKEY
1944,3,9,22,CHINA: XINJIANG PROVINCE,44,84,7.2,3,CHINA
1944,3,22,0,INDONESIA: FLORES,-8.5,123.5,7.5,,INDONESIA
1944,4,5,,IRAN: GORGAN,36.8,54.5,4.8,20,IRAN
1944,5,25,12,PAPUA NEW GUINEA: NEW IRELAND,-2.5,152.8,7.5,,PAPUA NEW GUINEA
1944,6,25,4,TURKEY: USAK,38.9,29.3,6,21,TURKEY
1944,7,30,4,GREECE: KAMPOS (LACONIA),36.7,22.5,5.7,,GREECE
1944,9,5,4,NEW YORK: MASSENA,44.957,-74.723,5.6,,NEW YORK
1944,9,27,16,CHINA: XINJIANG,39.1,75,7,,CHINA
1944,10,5,17,NEW CALEDONIA: LOYALTY ISLANDS,-22.5,172,7.5,,NEW CALEDONIA
1944,10,6,2,TURKEY: AYVALIK,39.4,26.7,6.8,30,TURKEY
1944,11,24,4,VANUATU ISLANDS,-19,169,7.5,,VANUATU ISLANDS
1944,12,7,4,JAPAN: OFF SOUTHEAST COAST KII PENINSULA,34,137.1,8.1,1223,JAPAN
1945,1,12,18,JAPAN: HONSHU: S,34.7,137.2,7.1,2306,JAPAN
1945,2,10,4,"SANRIKU, JAPAN",40.9,142.1,,,"SANRIKU, JAPAN"
1945,3,18,8,UGANDA: MASARA,,32,6,5,UGANDA
1945,3,20,7,"TURKEY: AELANA, CEYHAN, ADANA",37.4,35.8,6,300,TURKEY
1945,5,11,20,"IRAN: GARMSAR,KERAND,BANKUH",35.2,52.1,,20,IRAN
1945,6,21,1,TURKEY,38.5,43.3,,,TURKEY
1945,7,29,8,"TURKEY: VAN,BOLGESI",38.5,43.3,,300,TURKEY
1945,9,12,0,CAMEROON: CONGO: CENTRAL AFRICAN REPUBLIC,2.5,15.6,6.2,,CAMEROON
1945,9,23,15,CHINA: HEBEI PROVINCE,39.5,119,6.3,17,CHINA
1945,11,27,21,PAKISTAN: MAKRAN COAST,24.5,63,8,4000,PAKISTAN
1945,12,21,,"TURKEY: DENIZLI, BURDUR",38,28.9,,7,TURKEY
1945,12,28,17,PAPUA NEW GUINEA: NEW BRITAIN,-6,150,7.8,,PAPUA NEW GUINEA
1946,2,10,,IRAN: GIV (SE BIRJAND),32.5,59.1,,3,IRAN
1946,2,12,2,ALGERIA: HODNA MOUNTAINS,35.75,5,5.6,264,ALGERIA
1946,2,21,15,"TURKEY: IIGIN, KONYA",38.2,31.8,5.6,12,TURKEY
1946,3,12,2,IRAN: KAZERUN,29.4,51.4,,,IRAN
1946,4,1,12,ALASKA: UNIMAK ISLAND,53.492,-162.832,8.6,,ALASKA
1946,5,31,3,TURKEY: USTUKRAN,39.3,41.2,5.9,840,TURKEY
1946,6,23,17,BRITISH COLUMBIA,49.87,-124.92,7.3,,BRITISH COLUMBIA
1946,8,2,19,CHILE: NORTHERN,-26.5,-70.5,7.9,2,CHILE
1946,8,4,17,DOMINICAN REPUBLIC: NORTHEASTERN COAST,19.25,-69,7.9,,DOMINICAN REPUBLIC
1946,8,8,13,DOMINICAN REPUBLIC: NORTHEASTERN COAST,19.5,-69.5,7.5,,DOMINICAN REPUBLIC
1946,9,12,15,MYANMAR (BURMA),23.9,96.2,7.5,,MYANMAR (BURMA)
1946,9,12,15,MYANMAR (BURMA),23.9,96.2,7.8,,MYANMAR (BURMA)
1946,9,29,3,PAPUA NEW GUINEA: NEW IRELAND,-4.5,153.5,7.7,,PAPUA NEW GUINEA
1946,9,30,0,PERU: PISCO,-14,-76.25,7,,PERU
1946,11,1,11,ALASKA: EAST ALEUTIAN ISLANDS,51.5,-174.5,,,ALASKA
1946,11,2,18,KYRGYZSTAN,41.5,72.5,7.6,,KYRGYZSTAN
1946,11,4,21,TURKMENISTAN,39.3,55.4,7.5,400,TURKMENISTAN
1946,11,10,17,"PERU: JOCAIBAMBA,CERRO ANGASCHAJ,CERRO SILLAPATA",-8.5,-77.5,7.3,800,PERU
1946,12,4,22,TAIWAN,23.1,120.3,6.8,58,TAIWAN
1946,12,20,19,JAPAN: HONSHU: S COAST,33,135.6,8.1,1362,JAPAN
1947,1,26,,EL SALVADOR: LA UNION,13.2,-87.5,,,EL SALVADOR
1947,3,17,8,CHINA: QINGHAI PROVINCE,33.3,99.5,7.7,,CHINA
1947,3,25,20,NEW ZEALAND: OFF COAST NORTH ISLAND,-38.85,178.87,7.1,,NEW ZEALAND
1947,3,26,20,CHINA: YUNNAN PROVINCE,25,102,5.5,1,CHINA
1947,4,10,15,CALIFORNIA,35,-116.6,6.4,,CALIFORNIA
1947,5,6,20,PAPUA NEW GUINEA: NEW BRITAIN,-6.5,148.5,7.3,,PAPUA NEW GUINEA
1947,5,17,7,NEW ZEALAND: OFF COAST NORTH ISLAND,-38.42,178.88,6.9,,NEW ZEALAND
1947,6,7,5,CHINA: SICHUAN PROVINCE,26.7,102.9,5.5,3,CHINA
1947,7,10,15,IRAN: SHIRVAN,37.5,57.8,4.1,,IRAN
1947,7,14,7,COLOMBIA: PASTO,1.2,-77.2,,2,COLOMBIA
1947,7,29,13,INDIA-CHINA,28.5,94,7.9,,INDIA-CHINA
1947,8,5,14,PAKISTAN: GWADAR,25.5,63,7.6,,PAKISTAN
1947,8,6,9,ALGERIA,37,8,5.3,3,ALGERIA
1947,9,23,12,IRAN: DUSTABAD,33.4,58.7,6.9,500,IRAN
1947,10,6,19,GREECE: S: PYLIA (MESSINIA),37,22,6.9,3,GREECE
1947,11,1,14,"PERU: SATIPO,ANDAMARCA,ACOBAMBA,LA MERCED,VICTOC",-10.5,-75,7.3,233,PERU
1947,11,4,0,"W. HOKKAIDO ISLAND, JAPAN",43.8,141,7,,"W. HOKKAIDO ISLAND, JAPAN"
1948,1,24,17,"PHILIPPINES: PANAY, ILOILO CITY, ANTIQUE",10.5,122,8.3,72,PHILIPPINES
1948,2,9,12,GREECE: DODECANESE ISLANDS,35.5,27,7.1,,GREECE
1948,3,1,1,INDONESIA: SERAM,-3,127.5,7.9,,INDONESIA
1948,4,17,16,"TOKAIDO, JAPAN",33.1,135.6,,,"TOKAIDO, JAPAN"
1948,4,22,10,GREECE: VASILIKI (LEUKAS),38.532,20.425,6.5,2,GREECE
1948,5,7,7,ITALY: N,44.6,10.9,,,ITALY
1948,5,11,8,"PERU: AREQUIPA,MOQUEGUA,TACNA,TORATA,QUELLAVECO",-17.4,-71,7.1,1,PERU
1948,5,14,22,ALASKA: ALASKA PENINSULA,54.5,-161,7.5,,ALASKA
1948,5,23,9,CHINA: SHANDONG PROVINCE,37.2,121.8,6,,CHINA
1948,5,25,7,CHINA: SICHUAN PROVINCE,29.5,100.5,7.3,800,CHINA
1948,5,28,5,PERU: CANETE,-13.1,-76.2,6.8,4,PERU
1948,6,2,18,INDONESIA: OFF NORTHWEST COAST,6,95,6.2,,INDONESIA
1948,6,27,0,CHINA: YUNNAN PROVINCE,26.4,99.7,6.8,110,CHINA
1948,6,28,7,JAPAN: FUKUI,36.5,136,7.3,5131,JAPAN
1948,6,30,12,GREECE: TSOUKALADES-KALAMITSI (LEUKAS),38.5,20.5,6.4,6,GREECE
1948,9,8,15,TONGA ISLANDS,-21,-174,7.9,,TONGA ISLANDS
1948,10,5,20,TURKMENISTAN: ASHKHABAD,37.95,58.32,7.3,110000,TURKMENISTAN
1948,10,8,19,CHINA: GUIZHOU PROVINCE,27.4,104,5.8,3,CHINA
1948,12,4,0,MEXICO: MARIA MADRE ISLAND,22,-106,6.9,4,MEXICO
1948,12,26,7,CHILE: ANTOFAGASTA,-22.5,-69,7,,CHILE
1949,1,27,11,RUSSIA: KAMCHATKA,54.6,163.5,,,RUSSIA
1949,2,9,13,GRFECE: OFF WEST COAST,38.2,20,,,GRFECE
1949,2,23,16,CHINA: XINJIANG PROVINCE,42,84,7.3,21,CHINA
1949,3,4,10,"AFGHANISTAN: HINDU-KUSH, WEST PUNJAB",36,70.5,7.5,,AFGHANISTAN
1949,4,13,19,WASHINGTON,47.167,-122.617,7,8,WASHINGTON
1949,4,20,3,"CHILE: ANGOL, TRAIGUEN",-38,-73.5,7.3,57,CHILE
1949,4,24,4,"IRAN: MAKHL-E-NAKHODA,BANDAR ABBAS,BAZAAR",27.28,56.46,6.3,,IRAN
1949,5,9,13,INDONESIA: BANDA ACEH,5,95,6.7,,INDONESIA
1949,7,10,3,TAJIKISTAN,39.2,70.8,7.4,3500,TAJIKISTAN
1949,7,23,15,"GREECE: CHIOS, OENOUSSAE: TURKEY: KARABURUN",38.58,26.23,6.7,7,GREECE
1949,8,4,19,ECUADOR: PELILEO,-1.4,-78.5,6.7,,ECUADOR
1949,8,5,19,ECUADOR,-1.5,-78.2,6.8,6000,ECUADOR
1949,8,6,0,TONGA ISLANDS,-18.5,-174.5,7.5,,TONGA ISLANDS
1949,8,17,18,TURKEY: KARLIOVA,39,40.5,6.8,320,TURKEY
1949,8,22,4,CANADA: QUEEN CHARLOTTE ISLANDS,53.62,-133.27,8.1,,CANADA
1949,9,5,2,PHILIPPINES: N LUZON,17,121.5,6.4,,PHILIPPINES
1949,9,15,3,ITALY: CENTRAL,42.5,12.7,,,ITALY
1949,10,19,21,PAPUA NEW GUINEA: BISMARCK SEA,-5.5,154,7.5,,PAPUA NEW GUINEA
1949,11,13,5,CHINA: SICHUAN PROVINCE,30.3,102.5,5.5,,CHINA
1949,11,17,1,CALIFORNIA: SOUTHERN,33.75,-118.25,,,CALIFORNIA
1949,12,17,6,CHILE: TIERRA DEL FUEGO,-54,-71,7.8,1,CHILE
1949,12,17,15,CHILE: TIERRA DEL FUEGO,-54,-71,7.8,3,CHILE
1949,12,29,3,PHILIPPINES: LUZON: E,17,121.63,7.2,,PHILIPPINES
1950,1,19,17,IRAN: BUSHIRE,27.3,53.2,,20,IRAN
1950,1,30,0,CHILE: SOUTHERN,-53.5,-71.5,7,,CHILE
1950,2,2,19,CHINA: YUNNAN PROVINCE,21.7,100.1,7,,CHINA
1950,2,4,9,TURKEY,40,40,,20,TURKEY
1950,2,28,10,RUSSIA: SEA OF OKHOTSK,46,144,7.9,,RUSSIA
1950,3,7,8,BRAZIL,-8,-71,,,BRAZIL
1950,3,14,18,N. NEW ZEALAND,-37.8,177.2,5.8,,N. NEW ZEALAND
1950,4,30,23,PANAMA,6.5,-83,,,PANAMA
1950,5,16,13,PERU,-15,-69.5,7.9,,PERU
1950,5,21,18,PERU: CUSCO,-13.5,-72,6,83,PERU
1950,6,19,12,INDONESIA: JAVA: GRESIK,-6,113,6.5,16,INDONESIA
1950,7,9,2,COLOMBIA: ANBOLEDAS,7.8,-72.5,,211,COLOMBIA
1950,8,3,22,VENEZUELA: EL TOCUYO,10.5,-68,6.8,100,VENEZUELA
1950,8,5,19,ECUADOR,-1.5,-78.2,6.8,,ECUADOR
1950,8,15,14,INDIA-CHINA,28.5,96.5,8.6,1530,INDIA-CHINA
1950,9,13,0,CHINA: YUNNAN PROVINCE,23.5,103.1,5.8,,CHINA
1950,10,5,16,COSTA RICA-NICARAGUA,11,-85,7.7,,COSTA RICA-NICARAGUA
1950,10,8,3,INDONESIA: SERAM,-3.8,128.3,7.6,,INDONESIA
1950,10,23,16,GUATEMALA: SAN MARCOS,14.31,-91.917,7.5,,GUATEMALA
1950,11,2,15,INDONESIA: BANDA SEA,-6.5,129.5,8.1,,INDONESIA
1950,11,8,2,SOLOMON ISLANDS: SOLOMON SEA,-10,159.5,7.3,,SOLOMON ISLANDS
1950,11,17,19,MEXICO: GUERRERO,16.5,-100.4,6.8,,MEXICO
1950,12,2,19,VANUATU ISLANDS,-18.25,167.5,7.8,,VANUATU ISLANDS
1950,12,9,21,CHILE-ARGENTINA,-23.5,-67.5,8,1,CHILE-ARGENTINA
1950,12,10,2,"PERU: ICA,CHIMBOTE,HUARAZ,CAJAMARCA,CUZCO,MOQUEGUA",-14.25,-75.75,7,4,PERU
1950,12,14,1,TONGA ISLANDS,-19.5,-176,7.7,,TONGA ISLANDS
1950,12,14,14,MEXICO: ACAPULCO,16.48,-98.22,7.5,,MEXICO
1951,2,18,,PAPUA NEW GUINEA,-9.3,147.1,,3000,PAPUA NEW GUINEA
1951,2,22,1,PAPUA NEW GUINEA: BISMARCK SEA,-3.252,142.238,6.1,,PAPUA NEW GUINEA
1951,3,19,,PHILIPPINES,9.5,127.3,7.8,,PHILIPPINES
1951,5,6,23,EL SALVADOR: JUCUAPA,13,-87.8,6.5,1100,EL SALVADOR
1951,5,16,13,PERU,-15,-69.5,7.9,,PERU
1951,7,9,0,MEXICO: OAXACA: MIAHIATLAN,16.1,-96.8,6.2,1,MEXICO
1951,8,3,0,NICARAGUA: GULF OF FONSECA: POTOSI,13,-87.5,6,,NICARAGUA
1951,8,6,8,NICARAGUA: GULF OF FONSECA: JINOTEGA,13,-87.5,5.5,,NICARAGUA
1951,8,8,22,ITALY: S,41.6,13.8,,,ITALY
1951,8,13,18,TURKEY: KURSUNLU,40.8,33.4,6.7,50,TURKEY
1951,8,15,7,CALIFORNIA: TERMINAL ISLAND,33.5,-118.2,,,CALIFORNIA
1951,8,21,10,HAWAII,19.7,-156,6.9,,HAWAII
1951,10,22,5,TAIWAN,23.8,121.7,7.3,68,TAIWAN
1951,11,18,9,CHINA: TIBET (XIZANG PROVINCE),31.1,91.4,7.5,,CHINA
1951,11,24,18,TAIWAN,22.9,121.5,7.5,17,TAIWAN
1951,12,8,4,INDIAN OCEAN: S,-34,57,7.9,,INDIAN OCEAN
1951,12,21,8,CHINA: YUNNAN PROVINCE,26.7,100,6.3,,CHINA
1952,1,3,6,"TURKEY: PASINLER (HASANKALE), ERZURUM",39.9,41.7,6,103,TURKEY
1952,2,26,11,PERU-BOLIVIA,-14.1,-69.9,7.5,,PERU-BOLIVIA
1952,3,4,1,JAPAN: HOKKAIDO,42.15,143.85,8.1,33,JAPAN
1952,3,9,17,JAPAN: HOKKAIDO,41.7,142.5,7.1,,JAPAN
1952,3,17,3,HAWAII,19.11,-155.033,,,HAWAII
1952,3,19,10,PHILIPPINES: BUTUAN,9.5,127.25,7.8,,PHILIPPINES
1952,5,13,19,COSTA RICA-PANAMA,10.3,-85.3,,,COSTA RICA-PANAMA
1952,6,3,,"TURKEY: PASINLER (HASANKALE),ERZINCAN",39.8,39.5,,94,TURKEY
1952,6,19,12,CHINA: YUNNAN PROVINCE,22.7,99.8,6.5,,CHINA
1952,7,13,11,VANUATU ISLANDS,-18.5,169.25,6.8,,VANUATU ISLANDS
1952,7,21,11,CALIFORNIA: KERN COUNTY,35,-119.017,7.7,12,CALIFORNIA
1952,8,17,16,CHINA: TIBET (XIZANG PROVINCE),30.5,91.5,,54,CHINA
1952,8,22,22,CALIFORNIA: KERN COUNTY,35.333,-118.917,5.8,2,CALIFORNIA
1952,9,30,12,CHINA: SICHUAN PROVINCE,28.3,102.2,6.8,,CHINA
1952,10,8,14,CHINA: SHANXI PROVINCE,39,112.7,5.5,,CHINA
1952,10,22,17,"TURKEY: CEYHAN,MISIS",36.5,35.5,5,20,TURKEY
1952,11,4,16,RUSSIA: KAMCHATKA PENINSULA,52.755,160.057,9,,RUSSIA
1952,12,8,15,CHINA: YUNNAN PROVINCE,22.9,99.7,5.8,,CHINA
1952,12,30,12,COSTA RICA,10.3,-83.5,,29,COSTA RICA
1953,1,15,21,IRAN: GODER,28.5,52.3,,11,IRAN
1953,1,25,19,HAITI,18.4,-73.4,5.7,2,HAITI
1953,2,12,8,IRAN: TORUD,35.4,55.1,6.4,970,IRAN
1953,2,15,,PERU: LIMA,-12,-77.5,5.5,,PERU
1953,3,17,13,RUSSIA: N. KURIL ISLANDS,50,156.5,5.8,,RUSSIA
1953,3,18,19,"TURKEY: YENICE, ONON",40,27.5,7.5,1070,TURKEY
1953,4,23,16,PAPUA NEW GUINEA: SOLOMON ISLANDS,-4.449,152.868,7.4,,PAPUA NEW GUINEA
1953,4,,,"IRAN: KHAN-E-ZENYAN,KHATIRI",29,52,,1,IRAN
1953,5,3,23,CHINA: YUNNAN PROVINCE,24.2,103.2,5,,CHINA
1953,5,6,17,"CHILE: CHILLAN, CONCEPCION",-36.5,-72.5,7.6,9,CHILE
1953,5,31,19,DOMINICAN REPUBLIC: PUERTO PLATA,19.8,-70.7,7.2,,DOMINICAN REPUBLIC
1953,6,18,5,TURKEY: EDIRNE,41.4,26.3,,37,TURKEY
1953,7,2,6,VANUATU ISLANDS,-19,169,7.5,,VANUATU ISLANDS
1953,8,11,3,GREECE: ASPROGERAKAS (KEPHALLENIA),38.1,20.6,6.8,,GREECE
1953,8,12,9,GREECE: LIXOURI-ARGOSTOLI (KEPHALLENIA),38.3,20.8,7.2,476,GREECE
1953,9,10,4,CYPRUS: PAPHOS,35,32.5,6.5,40,CYPRUS
1953,9,14,0,FIJI ISLANDS,-18.3,178.2,6.4,2,FIJI ISLANDS
1953,11,4,3,SOLOMON ISLANDS,-13.189,166.516,7.5,,SOLOMON ISLANDS
1953,11,25,17,JAPAN: KASHIMA,34,141.7,7.4,1,JAPAN
1953,12,7,2,CHILE: NORTHERN,-22.1,-68.7,7.4,3,CHILE
1953,12,12,17,OFF COAST OF PERU,-3.4,-80.6,7.4,6,OFF COAST OF PERU
1954,2,5,15,MEXICO: CHIAPAS,17.3,-92.6,6.2,6,MEXICO
1954,2,11,0,CHINA: GANSU PROVINCE,39,101.3,7.3,,CHINA
1954,2,28,18,AUSTRALIA: ADELAIDE: S,-34.9,138.7,5.4,,AUSTRALIA
1954,3,21,23,"MYANMAR: INDIA: CALCUTTA, CUTTACK, BHAGALPUR",24.5,95.3,7.4,,MYANMAR
1954,3,29,6,SPAIN,37,-3.5,7,,SPAIN
1954,4,20,,GREECE,39.8,22.1,7,25,GREECE
1954,4,29,11,ATLANTIC OCEAN: NORTHERN,29.5,-29.5,7.5,,ATLANTIC OCEAN
1954,4,30,13,GREECE: SOPHADES (KARDITSA),39.3,22.2,7,31,GREECE
1954,6,10,,AFGHANISTAN: NORTHERN,36,66,,2000,AFGHANISTAN
1954,6,17,2,CHINA: ANHUI PROVINCE,31.6,116.6,5.3,,CHINA
1954,7,2,2,"PHILIPPINES: LUZON: SORSOGON, BACON, LEGASPI",13,123.9,6.8,13,PHILIPPINES
1954,7,6,11,NEVADA: FALLON,39.4,-118.5,6.8,,NEVADA
1954,7,31,1,CHINA: NEI MONGOL,38.8,104.2,7,,CHINA
1954,8,20,15,"IRAN: TONBAK,KANGAN,SABAKHI,AKHTAR",27.5,52,5,1,IRAN
1954,8,23,,NEVADA: STILLWATER RANGE,39.6,-118.5,6.8,,NEVADA
1954,9,9,1,ALGERIA: ORLEANSVILLE,36.283,1.467,6.7,1243,ALGERIA
1954,9,9,2,ALGERIA: EL ASNAM,36,1.5,6.7,,ALGERIA
1954,9,9,2,ALGERIA: EL ASNAM,36,1.5,,,ALGERIA
1954,9,9,9,ALGERIA: EL ASNAM,36,1.5,6,,ALGERIA
1954,10,24,11,CHINA: SICHUAN PROVINCE,29.4,104.8,5,,CHINA
1954,11,2,8,"INDONESIA: SUMABAWA: BIMA,RABA",-8,119,6.8,,INDONESIA
1954,11,18,20,JAPAN: HONSHU: MIYAGI PREFECTURE,38.9,142.2,6.5,,JAPAN
1954,12,16,11,NEVADA: DIXIE VALLEY,39.3,-118.2,7,,NEVADA
1955,1,18,,VENEZUELA: OFF THE COAST NEAR LA VELA,11.46,-69.57,,,VENEZUELA
1955,1,25,12,CALIFORNIA: TERMINAL ISLAND,33.8,-118.2,,,CALIFORNIA
1955,2,18,22,PAKISTAN: QUETTA,30.5,67,,12,PAKISTAN
1955,2,27,20,KERMADEC ISLANDS,-28,-175.5,7.8,,KERMADEC ISLANDS
1955,3,31,18,"PHILIPPINES: MINDANAO: LANAO,OZAMIZ,COTABATO",8.1,123.2,7.6,400,PHILIPPINES
1955,4,4,19,NICARAGUA: MANAGUA,13,-87,6.2,,NICARAGUA
1955,4,13,20,GREECE: S,37.5,22,,,GREECE
1955,4,14,1,CHINA: SICHUAN PROVINCE,30,101.8,7.5,39,CHINA
1955,4,15,3,CHINA: XINJIANG PROVINCE,39.9,74.6,7,,CHINA
1955,4,19,16,GREECE: DRAKIA-AGRIA (MAGNESIA),39.4,23.1,6.2,8,GREECE
1955,4,19,20,CHILE,-30,-72,7.1,,CHILE
1955,4,21,7,GREECE: AEGEAN SEA,39.5,23,6,7,GREECE
1955,4,24,12,CHINA: XINJIANG PROVINCE,44.2,83.6,6.5,,CHINA
1955,5,17,14,INDIA: LITTLE NICOBAR ISLAND,6.5,94,7.3,,INDIA
1955,6,7,0,CHINA: YUNNAN PROVINCE,26.5,101.1,6,,CHINA
1955,7,16,7,"TURKEY: SOKE, AYDIN",37.5,27,6.8,4,TURKEY
1955,7,20,21,COLOMBIA-ECUADOR,0.2,-78.4,6,,COLOMBIA-ECUADOR
1955,9,1,17,COSTA RICA,10,-84.5,5.8,10,COSTA RICA
1955,9,8,3,SOLOMON ISLANDS: FAURO ISLAND,-6.9,155.7,6.5,,SOLOMON ISLANDS
1955,9,12,6,EGYPT: NILE DELTA,32.2,29.6,6.3,22,EGYPT
1955,9,23,15,CHINA: YUNNAN PROVINCE,26.6,101.8,6.8,,CHINA
1955,10,1,6,CHINA: SICHUAN PROVINCE,29.9,101.4,5.8,,CHINA
